,work_year,experience_level,job_title,remote_ratio,company_size,company_region,adj_salary_usd,remote_ratio_str
54,2023,SE,Data Engineer,100,M,Americas,193619.0,100
55,2023,SE,Data Engineer,100,M,Americas,117714.0,100
56,2023,SE,others,0,M,Americas,180105.0,0
57,2023,SE,others,0,M,Americas,132381.0,0
58,2023,EX,Data Scientist,0,M,Americas,246429.0,0
59,2023,EX,Data Scientist,0,M,Americas,176190.0,0
60,2023,SE,Data Engineer,100,M,Americas,220476.0,100
61,2023,SE,Data Engineer,100,M,Americas,158095.0,100
62,2023,SE,Data Scientist,100,M,Americas,164286.0,100
63,2023,SE,Data Scientist,100,M,Americas,105238.0,100
64,2023,SE,Data Engineer,0,M,Americas,226667.0,0
65,2023,SE,Data Engineer,0,M,Americas,167619.0,0
66,2023,SE,Data Engineer,100,M,Americas,225714.0,100
67,2023,SE,Data Engineer,100,M,Americas,191857.0,100
68,2023,SE,others,0,L,Americas,294667.0,0
69,2023,SE,others,0,L,Americas,151524.0,0
70,2023,SE,Data Engineer,0,M,Americas,109524.0,0
71,2023,SE,Data Engineer,0,M,Americas,77619.0,0
72,2023,SE,Data Scientist,100,M,Americas,225714.0,100
73,2023,SE,Data Scientist,100,M,Americas,191857.0,100
74,2023,SE,others,0,M,Americas,266667.0,0
75,2023,SE,others,0,M,Americas,200000.0,0
76,2023,SE,others,100,M,Americas,266762.0,100
77,2023,SE,others,100,M,Americas,160095.0,100
78,2023,SE,Data Engineer,100,M,Americas,184286.0,100
79,2023,SE,Data Engineer,100,M,Americas,132381.0,100
80,2023,MI,Data Scientist,0,L,Asia,61964.0,0
81,2023,SE,Machine Learning Engineer,100,M,Americas,142857.0,100
82,2023,MI,others,100,S,Europe,66430.0,100
83,2022,EN,others,50,L,Asia,281690.0,50
84,2023,MI,Machine Learning Engineer,100,L,Europe,91979.0,100
85,2023,SE,others,0,M,Americas,177048.0,0
86,2023,SE,others,0,M,Americas,123143.0,0
87,2023,SE,Data Engineer,100,M,Americas,214286.0,100
88,2023,SE,Data Engineer,100,M,Americas,166667.0,100
89,2023,SE,Data Engineer,0,M,Americas,176190.0,0
90,2023,SE,Data Engineer,0,M,Americas,133333.0,0
91,2023,SE,Data Scientist,0,M,Europe,45990.0,0
92,2023,SE,Data Scientist,0,M,Europe,36791.0,0
93,2023,SE,Data Scientist,0,M,Americas,100000.0,0
94,2023,SE,Data Scientist,0,M,Americas,66667.0,0
95,2023,EN,Machine Learning Engineer,0,M,Americas,155425.0,0
96,2023,EN,Machine Learning Engineer,0,M,Americas,138938.0,0
97,2023,SE,Data Engineer,100,M,Americas,206667.0,100
98,2023,SE,Data Engineer,100,M,Americas,176190.0,100
99,2023,SE,Data Analyst,0,L,Americas,193143.0,0
100,2023,SE,Data Analyst,0,L,Americas,99333.0,0
101,2023,SE,Data Analyst,0,M,Americas,138095.0,0
102,2023,SE,Data Analyst,0,M,Americas,61905.0,0
103,2023,SE,Data Engineer,0,M,Americas,157143.0,0
104,2023,SE,Data Engineer,0,M,Americas,126000.0,0
105,2023,SE,Data Engineer,0,M,Americas,170638.0,0
106,2023,SE,Data Engineer,0,M,Americas,89810.0,0
107,2023,SE,Analytics Engineer,0,M,Americas,145238.0,0
108,2023,SE,Analytics Engineer,0,M,Americas,110905.0,0
109,2023,SE,Data Engineer,0,M,Americas,235524.0,0
110,2023,SE,Data Engineer,0,M,Americas,127429.0,0
111,2023,SE,others,0,M,Americas,193333.0,0
112,2023,SE,others,0,M,Americas,126667.0,0
113,2023,EN,others,50,L,Americas,209524.0,50
114,2022,EN,Machine Learning Engineer,100,S,Europe,53085.0,100
115,2023,SE,Data Scientist,0,M,Americas,142857.0,0
116,2023,SE,Data Scientist,0,M,Americas,114286.0,0
117,2023,SE,Analytics Engineer,0,M,Americas,276000.0,0
118,2023,SE,Analytics Engineer,0,M,Americas,203810.0,0
119,2023,SE,Analytics Engineer,0,M,Americas,171257.0,0
120,2023,SE,Analytics Engineer,0,M,Americas,137010.0,0
121,2023,SE,Machine Learning Engineer,100,M,Americas,269714.0,100
122,2023,SE,Machine Learning Engineer,100,M,Americas,179810.0,100
123,2023,SE,Analytics Engineer,0,M,Americas,276000.0,0
124,2023,SE,Analytics Engineer,0,M,Americas,204000.0,0
125,2023,SE,Data Engineer,0,M,Americas,177048.0,0
126,2023,SE,Data Engineer,0,M,Americas,123143.0,0
127,2023,SE,Data Engineer,0,M,Americas,240000.0,0
128,2023,SE,Data Engineer,0,M,Americas,122857.0,0
129,2023,MI,others,0,M,Americas,147619.0,0
130,2023,MI,others,0,M,Americas,133333.0,0
131,2023,SE,Data Engineer,100,M,Americas,154095.0,100
132,2023,SE,Data Engineer,100,M,Americas,134857.0,100
133,2023,SE,Machine Learning Engineer,0,L,Americas,326000.0,0
134,2023,SE,Machine Learning Engineer,0,L,Americas,167714.0,0
135,2023,MI,Data Engineer,100,M,Americas,95238.0,100
136,2023,MI,Data Engineer,100,M,Americas,66667.0,100
137,2023,EN,Data Engineer,0,M,Americas,80952.0,0
138,2023,EN,Data Engineer,0,M,Americas,61905.0,0
139,2023,SE,Data Scientist,100,M,Americas,132175.0,100
140,2023,SE,Data Scientist,100,M,Americas,79305.0,100
141,2023,EN,Data Analyst,0,M,Americas,71429.0,0
142,2023,EN,Data Analyst,0,M,Americas,66667.0,0
143,2023,SE,Data Analyst,0,M,Americas,194762.0,0
144,2023,SE,Data Analyst,0,M,Americas,132286.0,0
145,2023,SE,Machine Learning Engineer,100,M,Americas,303143.0,100
146,2023,SE,Machine Learning Engineer,100,M,Americas,202095.0,100
147,2023,SE,Data Engineer,100,M,Americas,90476.0,100
148,2023,SE,Data Engineer,100,M,Americas,71429.0,100
149,2023,SE,Data Scientist,0,M,Americas,185714.0,0
150,2023,SE,Data Scientist,0,M,Americas,152381.0,0
151,2023,SE,Analytics Engineer,0,M,Americas,219048.0,0
152,2023,SE,Analytics Engineer,0,M,Americas,136381.0,0
153,2023,MI,Data Engineer,100,M,Americas,95238.0,100
154,2023,MI,Data Engineer,100,M,Americas,66667.0,100
155,2023,MI,others,50,L,Americas,100000.0,50
156,2023,MI,others,100,L,Asia,19686.0,100
157,2023,MI,Data Analyst,0,M,Europe,43979.0,0
158,2023,MI,Data Analyst,0,M,Europe,40508.0,0
159,2023,SE,Data Engineer,0,M,Americas,138095.0,0
160,2023,SE,Data Engineer,0,M,Americas,109524.0,0
161,2023,SE,Data Analyst,0,M,Americas,160381.0,0
162,2023,SE,Data Analyst,0,M,Americas,100190.0,0
163,2023,SE,others,0,L,Americas,294667.0,0
164,2023,SE,others,0,L,Americas,151524.0,0
165,2023,SE,Machine Learning Engineer,0,M,Americas,180952.0,0
166,2023,SE,Machine Learning Engineer,0,M,Americas,142857.0,0
167,2023,MI,Data Engineer,0,M,Americas,154762.0,0
168,2023,MI,Data Engineer,0,M,Americas,123810.0,0
169,2023,SE,Analytics Engineer,100,M,Americas,142857.0,100
170,2023,SE,Analytics Engineer,100,M,Americas,114286.0,100
171,2023,SE,Data Engineer,0,M,Americas,138095.0,0
172,2023,SE,Data Engineer,0,M,Americas,114286.0,0
173,2023,SE,others,0,L,Americas,211619.0,0
174,2023,SE,others,0,L,Americas,129524.0,0
175,2023,SE,Data Analyst,100,M,Africa,52081.0,100
176,2023,SE,Data Analyst,100,M,Africa,40508.0,100
177,2023,SE,Data Engineer,0,M,Americas,229524.0,0
178,2023,SE,Data Engineer,0,M,Americas,147619.0,0
179,2023,SE,Data Engineer,100,M,Americas,209524.0,100
180,2023,SE,Data Engineer,100,M,Americas,180952.0,100
181,2023,MI,Data Scientist,0,M,Europe,63654.0,0
182,2023,MI,Data Scientist,0,M,Europe,52081.0,0
183,2020,EX,others,0,M,Americas,14822.0,0
184,2023,MI,others,100,M,Europe,81015.0,100
185,2023,MI,others,100,M,Europe,54974.0,100
186,2023,EN,Data Analyst,100,M,Americas,80952.0,100
187,2023,EN,Data Analyst,100,M,Americas,71429.0,100
188,2023,SE,Data Engineer,0,M,Americas,152381.0,0
189,2023,SE,Data Engineer,0,M,Americas,133333.0,0
190,2023,MI,Machine Learning Engineer,0,M,Americas,285714.0,0
191,2023,MI,Machine Learning Engineer,0,M,Americas,238095.0,0
192,2023,SE,Data Scientist,0,M,Americas,217143.0,0
193,2023,SE,Data Scientist,0,M,Americas,177143.0,0
194,2023,SE,Data Scientist,0,M,Americas,180952.0,0
195,2023,SE,Data Scientist,0,M,Americas,161905.0,0
196,2023,MI,others,0,M,Americas,219048.0,0
197,2023,MI,others,0,M,Americas,190476.0,0
198,2023,SE,others,100,M,Americas,171429.0,100
199,2023,SE,others,100,M,Americas,109524.0,100
200,2023,SE,others,100,M,Americas,190476.0,100
201,2023,SE,others,100,M,Americas,109524.0,100
202,2023,SE,others,50,S,Europe,51099.0,50
203,2023,EX,Data Engineer,0,M,Americas,209524.0,0
204,2023,EX,Data Engineer,0,M,Americas,195238.0,0
205,2023,MI,Data Engineer,0,M,Americas,171429.0,0
206,2023,MI,Data Engineer,0,M,Americas,123810.0,0
207,2023,SE,Data Engineer,100,M,Americas,190476.0,100
208,2023,SE,Data Engineer,100,M,Americas,142857.0,100
209,2023,SE,others,0,M,Americas,204762.0,0
210,2023,SE,others,0,M,Americas,161905.0,0
211,2023,SE,Machine Learning Engineer,0,M,Americas,235714.0,0
212,2023,SE,Machine Learning Engineer,0,M,Americas,164000.0,0
213,2023,SE,Data Scientist,0,M,Americas,213333.0,0
214,2023,SE,Data Scientist,0,M,Americas,167619.0,0
215,2023,SE,Data Analyst,100,M,Americas,114286.0,100
216,2023,SE,Data Analyst,100,M,Americas,71429.0,100
217,2023,EN,Data Engineer,100,L,Asia,16211.0,100
218,2023,SE,others,100,M,Europe,65065.0,100
219,2023,MI,others,0,M,Europe,71448.0,0
220,2023,SE,Data Analyst,0,M,Americas,133333.0,0
221,2023,SE,Data Analyst,0,M,Americas,114286.0,0
222,2023,SE,Data Engineer,0,M,Americas,121905.0,0
223,2023,SE,Data Engineer,0,M,Americas,77619.0,0
224,2023,SE,Data Engineer,0,M,Americas,138095.0,0
225,2023,SE,Data Engineer,0,M,Americas,109524.0,0
226,2023,SE,Data Engineer,0,M,Americas,176190.0,0
227,2023,SE,Data Engineer,0,M,Americas,133333.0,0
228,2023,EX,others,0,M,Americas,313810.0,0
229,2023,EX,others,0,M,Americas,256762.0,0
230,2023,SE,others,0,M,Americas,95238.0,0
231,2023,SE,others,0,M,Americas,76190.0,0
232,2023,SE,Data Scientist,0,M,Americas,238095.0,0
233,2023,SE,Data Scientist,0,M,Americas,154762.0,0
234,2023,MI,others,100,M,Americas,190476.0,100
235,2023,SE,Data Engineer,0,M,Americas,138095.0,0
236,2023,SE,Data Engineer,0,M,Americas,95238.0,0
237,2023,EX,Data Engineer,0,M,Americas,138095.0,0
238,2023,EX,Data Engineer,0,M,Americas,109524.0,0
239,2023,SE,Data Scientist,0,M,Americas,193810.0,0
240,2023,SE,Data Scientist,0,M,Americas,144762.0,0
241,2023,SE,Data Scientist,0,L,Americas,227619.0,0
242,2023,SE,Data Scientist,0,L,Americas,117048.0,0
243,2023,SE,Data Scientist,0,M,Americas,225714.0,0
244,2023,SE,Data Scientist,0,M,Americas,138095.0,0
245,2023,SE,others,0,M,Americas,182633.0,0
246,2023,SE,others,0,M,Americas,127844.0,0
247,2023,SE,Analytics Engineer,100,M,Americas,180952.0,100
248,2023,SE,Analytics Engineer,100,M,Americas,106667.0,100
249,2022,SE,Data Scientist,100,L,Europe,82869.0,100
250,2023,EN,Data Engineer,0,M,Americas,80952.0,0
251,2023,EN,Data Engineer,0,M,Americas,61905.0,0
252,2023,SE,Data Analyst,0,M,Americas,128571.0,0
253,2023,SE,Data Analyst,0,M,Americas,100476.0,0
254,2023,SE,others,0,M,Americas,279048.0,0
255,2023,SE,others,0,M,Americas,176190.0,0
256,2023,SE,Data Analyst,0,M,Americas,76190.0,0
257,2023,SE,Data Analyst,0,M,Americas,66667.0,0
258,2023,SE,Data Engineer,100,M,Americas,209524.0,100
259,2023,SE,Data Engineer,100,M,Americas,152381.0,100
260,2023,SE,Data Scientist,100,M,Americas,166667.0,100
261,2023,SE,Data Scientist,100,M,Americas,138095.0,100
262,2023,SE,Data Analyst,0,M,Americas,190476.0,0
263,2023,SE,Data Analyst,0,M,Americas,141429.0,0
264,2023,SE,Data Scientist,0,M,Europe,45990.0,0
265,2023,SE,Data Scientist,0,M,Europe,36791.0,0
266,2023,SE,Data Engineer,0,L,Americas,229048.0,0
267,2023,SE,Data Engineer,0,L,Americas,117810.0,0
268,2023,SE,Analytics Engineer,100,M,Americas,145619.0,100
269,2023,SE,Analytics Engineer,100,M,Americas,111524.0,100
270,2023,SE,Analytics Engineer,100,M,Americas,164762.0,100
271,2023,SE,Analytics Engineer,100,M,Americas,107619.0,100
272,2023,SE,others,0,L,Americas,247619.0,0
273,2023,SE,others,0,L,Americas,129524.0,0
274,2023,EX,Data Engineer,0,M,Americas,166667.0,0
275,2023,EX,Data Engineer,0,M,Americas,104762.0,0
276,2023,SE,others,0,L,Americas,247619.0,0
277,2023,SE,others,0,L,Americas,129524.0,0
278,2023,SE,others,100,M,Americas,123810.0,100
279,2023,SE,others,100,M,Americas,104762.0,100
280,2023,SE,others,100,M,Americas,195238.0,100
281,2023,SE,others,100,M,Americas,175238.0,100
282,2023,SE,Data Analyst,100,M,Americas,142381.0,100
283,2023,SE,Data Analyst,100,M,Americas,121024.0,100
284,2023,SE,Data Scientist,0,M,Americas,185714.0,0
285,2023,SE,Data Scientist,0,M,Americas,152381.0,0
286,2023,SE,Data Engineer,100,M,Americas,209081.0,100
287,2023,SE,Data Engineer,100,M,Americas,139157.0,100
288,2023,SE,Data Scientist,0,M,Americas,161905.0,0
289,2023,SE,Data Scientist,0,M,Americas,128571.0,0
290,2023,SE,Data Scientist,100,M,Americas,166667.0,100
291,2023,SE,Data Scientist,100,M,Americas,138095.0,100
292,2023,SE,Data Scientist,0,M,Americas,189524.0,0
293,2023,SE,Data Scientist,0,M,Americas,154286.0,0
294,2023,SE,others,0,L,Americas,211619.0,0
295,2023,SE,others,0,L,Americas,129524.0,0
296,2023,EX,Analytics Engineer,100,M,Americas,210476.0,100
297,2023,EX,Analytics Engineer,100,M,Americas,145714.0,100
298,2023,SE,Data Analyst,0,M,Americas,178095.0,0
299,2023,SE,Data Analyst,0,M,Americas,121905.0,0
300,2023,SE,others,0,M,Americas,200000.0,0
301,2023,SE,others,0,M,Americas,129524.0,0
302,2023,SE,Data Scientist,100,M,Americas,166667.0,100
303,2023,SE,Data Scientist,100,M,Americas,95238.0,100
304,2023,SE,Data Engineer,0,M,Americas,170476.0,0
305,2023,SE,Data Engineer,0,M,Americas,103810.0,0
306,2023,SE,Data Scientist,0,M,Americas,233333.0,0
307,2023,SE,Data Scientist,0,M,Americas,171429.0,0
308,2023,SE,Data Analyst,100,M,Americas,135238.0,100
309,2023,SE,Data Analyst,100,M,Americas,71429.0,100
310,2023,SE,others,0,M,Americas,189333.0,0
311,2023,SE,others,0,M,Americas,100190.0,0
312,2023,SE,Data Analyst,100,M,Americas,119048.0,100
313,2023,SE,Data Analyst,100,M,Americas,106667.0,100
314,2023,SE,Data Scientist,0,M,Americas,200000.0,0
315,2023,SE,Data Scientist,0,M,Americas,147619.0,0
316,2023,SE,others,100,M,Americas,109524.0,100
317,2023,SE,others,100,M,Americas,81905.0,100
318,2023,SE,Data Scientist,0,M,Americas,157143.0,0
319,2023,SE,Data Scientist,0,M,Americas,133333.0,0
320,2023,SE,Data Analyst,0,M,Americas,132381.0,0
321,2023,SE,Data Analyst,0,M,Americas,100952.0,0
322,2023,EN,Data Analyst,0,L,Americas,38727.0,0
323,2022,SE,others,0,S,Americas,258216.0,0
324,2023,SE,others,50,S,Europe,47619.0,50
325,2023,MI,Machine Learning Engineer,100,M,Americas,267333.0,100
326,2023,MI,Machine Learning Engineer,100,M,Americas,143286.0,100
327,2023,EN,Data Scientist,100,L,Americas,49289.0,100
328,2023,SE,others,0,M,Americas,238571.0,0
329,2023,SE,others,0,M,Americas,151905.0,0
330,2023,SE,Data Engineer,0,M,Americas,138095.0,0
331,2023,SE,Data Engineer,0,M,Americas,109524.0,0
332,2023,SE,Data Analyst,0,M,Americas,133333.0,0
333,2023,SE,Data Analyst,0,M,Americas,114286.0,0
334,2023,EN,Data Scientist,100,M,Americas,123810.0,100
335,2023,EN,Data Scientist,100,M,Americas,68483.0,100
336,2023,MI,Data Scientist,100,M,Americas,89446.0,100
337,2023,MI,Data Scientist,100,M,Americas,49488.0,100
338,2023,SE,Data Analyst,100,M,Americas,166667.0,100
339,2023,SE,Data Analyst,100,M,Americas,128571.0,100
340,2023,EN,Data Engineer,0,M,Americas,80952.0,0
341,2023,EN,Data Engineer,0,M,Americas,61905.0,0
342,2023,SE,Machine Learning Engineer,0,M,Americas,244762.0,0
343,2023,SE,Machine Learning Engineer,0,M,Americas,140000.0,0
344,2023,SE,Data Engineer,100,M,Americas,211429.0,100
345,2023,SE,Data Engineer,100,M,Americas,166667.0,100
346,2023,SE,Data Scientist,100,M,Americas,193333.0,100
347,2023,SE,Data Scientist,100,M,Americas,126857.0,100
348,2023,EN,others,0,L,Americas,203486.0,0
349,2023,EN,others,0,L,Americas,124533.0,0
350,2023,SE,Data Engineer,0,M,Americas,210476.0,0
351,2023,SE,Data Engineer,0,M,Americas,140000.0,0
352,2023,SE,others,0,M,Americas,95238.0,0
353,2023,SE,others,0,M,Americas,76190.0,0
354,2023,SE,Data Scientist,0,M,Americas,177048.0,0
355,2023,SE,Data Scientist,0,M,Americas,123143.0,0
356,2023,SE,Data Scientist,100,M,Americas,226667.0,100
357,2023,SE,Data Scientist,100,M,Americas,148571.0,100
358,2023,SE,Machine Learning Engineer,100,M,Americas,289524.0,100
359,2023,SE,Machine Learning Engineer,100,M,Americas,189524.0,100
360,2023,MI,others,100,M,Europe,45990.0,100
361,2023,SE,Data Engineer,0,M,Americas,142857.0,0
362,2023,SE,Data Engineer,0,M,Americas,123810.0,0
363,2023,SE,Data Scientist,100,M,Americas,133333.0,100
364,2023,SE,Data Scientist,100,M,Americas,104762.0,100
365,2023,MI,Data Analyst,0,M,Americas,85714.0,0
366,2023,MI,Data Analyst,0,M,Americas,71429.0,0
367,2023,MI,others,0,M,Europe,186567.0,0
368,2023,MI,others,0,M,Europe,97878.0,0
369,2023,SE,Data Engineer,0,M,Americas,228571.0,0
370,2023,SE,Data Engineer,0,M,Americas,174857.0,0
371,2023,MI,others,0,M,Americas,123810.0,0
372,2023,MI,others,0,M,Americas,76190.0,0
373,2023,SE,Data Engineer,0,M,Americas,238095.0,0
374,2023,SE,Data Engineer,0,M,Americas,142857.0,0
375,2023,SE,others,100,M,Americas,152381.0,100
376,2023,SE,others,100,M,Americas,114286.0,100
377,2023,SE,Machine Learning Engineer,0,M,Americas,275310.0,0
378,2023,SE,Machine Learning Engineer,0,M,Americas,192717.0,0
379,2023,SE,Data Engineer,0,M,Americas,138095.0,0
380,2023,SE,Data Engineer,0,M,Americas,114286.0,0
381,2023,SE,Data Analyst,0,M,Americas,147619.0,0
382,2023,SE,Data Analyst,0,M,Americas,100952.0,0
383,2023,SE,Data Engineer,0,M,Americas,190476.0,0
384,2023,SE,Data Engineer,0,M,Americas,152381.0,0
385,2023,SE,Data Scientist,100,M,Americas,150238.0,100
386,2023,SE,Data Scientist,100,M,Americas,99667.0,100
387,2023,MI,Data Scientist,100,M,Americas,171429.0,100
388,2023,MI,Data Scientist,100,M,Americas,133333.0,100
389,2023,EX,Data Scientist,0,M,Americas,190476.0,0
390,2023,EX,Data Scientist,0,M,Americas,138095.0,0
391,2023,MI,others,0,L,Americas,64762.0,0
392,2023,EN,others,100,M,Americas,57143.0,100
393,2023,SE,Data Scientist,0,M,Europe,45990.0,0
394,2023,SE,Data Scientist,0,M,Europe,36791.0,0
395,2023,EN,Data Engineer,0,M,Americas,80952.0,0
396,2023,EN,Data Engineer,0,M,Americas,61905.0,0
397,2023,MI,Data Engineer,0,M,Americas,119048.0,0
398,2023,MI,Data Engineer,0,M,Americas,85714.0,0
399,2023,SE,Data Analyst,100,M,Americas,100000.0,100
400,2023,SE,Data Analyst,100,M,Americas,85714.0,100
401,2023,SE,Analytics Engineer,0,M,Americas,171257.0,0
402,2023,SE,Analytics Engineer,0,M,Americas,137010.0,0
403,2023,SE,Data Analyst,0,M,Americas,128571.0,0
404,2023,SE,Data Analyst,0,M,Americas,100476.0,0
405,2023,EN,others,0,M,Americas,147619.0,0
406,2023,EN,others,0,M,Americas,119048.0,0
407,2023,SE,Machine Learning Engineer,0,M,Americas,229524.0,0
408,2023,SE,Machine Learning Engineer,0,M,Americas,172381.0,0
409,2023,SE,Data Scientist,0,M,Americas,240000.0,0
410,2023,SE,Data Scientist,0,M,Americas,146667.0,0
411,2023,EX,others,0,M,Americas,171429.0,0
412,2023,EX,others,0,M,Americas,147619.0,0
413,2023,SE,Data Scientist,0,M,Americas,182633.0,0
414,2023,SE,Data Scientist,0,M,Americas,127844.0,0
415,2023,SE,Data Scientist,100,M,Americas,166667.0,100
416,2023,SE,Data Scientist,100,M,Americas,138095.0,100
417,2023,SE,Data Scientist,100,M,Americas,225714.0,100
418,2023,SE,Data Scientist,100,M,Americas,138095.0,100
419,2023,EN,others,0,M,Americas,147619.0,0
420,2023,EN,others,0,M,Americas,119048.0,0
421,2023,SE,Data Analyst,0,M,Americas,76190.0,0
422,2023,SE,Data Analyst,0,M,Americas,66667.0,0
423,2023,SE,Data Engineer,0,M,Americas,139048.0,0
424,2023,SE,Data Engineer,0,M,Americas,71429.0,0
425,2023,EN,Data Analyst,100,M,Americas,61143.0,100
426,2023,EN,Data Analyst,100,M,Americas,53429.0,100
427,2023,SE,Machine Learning Engineer,0,M,Americas,161905.0,0
428,2023,SE,Machine Learning Engineer,0,M,Americas,123810.0,0
429,2023,SE,Data Analyst,100,M,Americas,198524.0,100
430,2023,SE,Data Analyst,100,M,Americas,162429.0,100
431,2023,SE,Machine Learning Engineer,0,M,Americas,119048.0,0
432,2023,SE,Machine Learning Engineer,0,M,Americas,95238.0,0
433,2023,MI,others,0,M,Americas,128571.0,0
434,2023,MI,others,0,M,Americas,114286.0,0
435,2023,SE,Data Scientist,100,M,Americas,190476.0,100
436,2023,SE,Data Scientist,100,M,Americas,161905.0,100
437,2023,SE,Data Scientist,0,M,Europe,163095.0,0
438,2023,SE,Data Scientist,0,M,Europe,108333.0,0
439,2023,SE,others,0,L,Americas,211619.0,0
440,2023,SE,others,0,L,Americas,129524.0,0
441,2023,SE,others,0,L,Americas,247619.0,0
442,2023,SE,others,0,L,Americas,129524.0,0
443,2023,SE,Data Analyst,0,M,Americas,146286.0,0
444,2023,SE,Data Analyst,0,M,Americas,95714.0,0
445,2023,SE,others,100,M,Americas,195238.0,100
446,2023,SE,others,100,M,Americas,175238.0,100
447,2023,SE,Machine Learning Engineer,100,M,Americas,109524.0,100
448,2023,SE,Machine Learning Engineer,100,M,Americas,90476.0,100
449,2023,MI,Data Analyst,0,M,Americas,173810.0,0
450,2023,MI,Data Analyst,0,M,Americas,115714.0,0
451,2023,SE,Data Engineer,0,M,Americas,193429.0,0
452,2023,SE,Data Engineer,0,M,Americas,109048.0,0
453,2023,MI,Data Analyst,0,M,Europe,69442.0,0
454,2023,MI,Data Analyst,0,M,Europe,52081.0,0
455,2023,SE,Data Engineer,0,M,Americas,240000.0,0
456,2023,SE,Data Engineer,0,M,Americas,122857.0,0
457,2023,EN,Data Engineer,100,M,Americas,88286.0,100
458,2023,EN,Data Engineer,100,M,Americas,58857.0,100
459,2023,SE,Data Engineer,100,M,Americas,152381.0,100
460,2023,SE,Data Engineer,100,M,Americas,123810.0,100
461,2023,SE,Data Scientist,0,M,Americas,245714.0,0
462,2023,SE,Data Scientist,0,M,Americas,180952.0,0
463,2023,SE,Data Scientist,0,M,Americas,161905.0,0
464,2023,SE,Data Scientist,0,M,Americas,128571.0,0
465,2023,MI,others,0,M,Americas,159524.0,0
466,2023,MI,others,0,M,Americas,101429.0,0
467,2023,SE,Data Scientist,0,M,Americas,185714.0,0
468,2023,SE,Data Scientist,0,M,Americas,152381.0,0
469,2023,MI,Data Engineer,0,M,Americas,139048.0,0
470,2023,MI,Data Engineer,0,M,Americas,71429.0,0
471,2022,EN,Data Engineer,100,L,Europe,56233.0,100
472,2023,EX,Data Engineer,100,M,Americas,272381.0,100
473,2023,EX,Data Engineer,100,M,Americas,197143.0,100
474,2023,SE,Data Analyst,100,M,Americas,95238.0,100
475,2023,SE,Data Analyst,100,M,Americas,76190.0,100
